symbol,conf.,open,high,low,close,ltp,close - ltp,close - ltp %,vwap,vol,prev. close,turnover,trans.,diff,range,diff %,range %,vwap %,120 days,180 days,52 weeks high,52 weeks low,source_file,tradedate
HDHPC,39.44,187.0,188.9,184.1,186.8,186.8,0.0,0.0,186.95,37041.0,186.0,6924982.5,165,0.8,4.8,0.43,2.61,-0.08,200.11,200.6,228.8,162.0,10_02_2025.csv,2025-10-02
HDL,30.89,1390.2,1390.2,1360.0,1369.0,1369.0,0.0,0.0,1368.45,50082.0,1363.0,68534959.2,467,6.0,30.2,0.44,2.22,0.04,1263.76,1252.94,1556.1,1136.0,10_02_2025.csv,2025-10-02
HEI,36.53,524.0,534.4,519.5,524.0,524.0,0.0,0.0,525.44,6196.0,524.0,3255629.7,53,0.0,14.9,0.0,2.87,-0.27,584.12,602.52,722.0,504.0,10_02_2025.csv,2025-10-02
HEIP,45.46,365.0,366.0,365.0,366.0,366.0,0.0,0.0,365.5,10000.0,362.8,3655000.0,2,3.2,1.0,0.88,0.27,0.14,367.69,391.12,563.0,338.3,10_02_2025.csv,2025-10-02
HHL,42.8,365.0,370.0,351.0,359.0,359.0,0.0,0.0,355.43,22774.0,358.7,8094489.3,125,0.3,19.0,0.08,5.41,1.0,414.19,462.11,635.0,312.8,10_02_2025.csv,2025-10-02
HIDCL,37.3,274.0,276.0,270.0,274.4,274.4,0.0,0.0,272.58,76227.0,273.0,20778240.8,250,1.4,6.0,0.51,2.22,0.66,293.84,281.7,340.0,225.4,10_02_2025.csv,2025-10-02
HIDCLP,41.85,197.1,200.5,195.0,196.9,196.9,0.0,0.0,196.42,128205.0,195.1,25182434.0,162,1.8,5.5,0.92,2.82,0.24,204.41,193.58,239.0,153.9,10_02_2025.csv,2025-10-02
HIMSTAR,31.97,706.8,762.3,666.4,688.0,688.0,0.0,0.0,683.5,76236.0,693.0,52107209.0,6848,-5.0,95.9,-0.72,14.39,0.65,0.0,0.0,762.3,252.2,10_02_2025.csv,2025-10-02
HLBSL,41.01,985.0,985.0,965.3,979.8,979.8,0.0,0.0,970.58,2002.0,972.0,1943096.0,18,7.8,19.7,0.8,2.04,0.94,971.67,982.85,1140.0,817.0,10_02_2025.csv,2025-10-02
HLI,40.49,390.0,393.0,384.1,390.0,390.0,0.0,0.0,387.89,23313.0,390.0,9042783.1,173,0.0,8.9,0.0,2.32,0.54,410.18,423.11,517.9,354.8,10_02_2025.csv,2025-10-02
HPPL,39.1,460.0,466.0,458.5,466.0,466.0,0.0,0.0,461.78,17636.0,455.0,8143950.5,98,11.0,7.5,2.42,1.64,0.91,533.22,531.86,711.0,290.1,10_02_2025.csv,2025-10-02
HRL,33.69,860.0,872.0,853.1,862.0,862.0,0.0,0.0,859.45,90595.0,855.0,77861427.7,699,7.0,18.9,0.82,2.22,0.3,970.65,943.97,1156.0,746.2,10_02_2025.csv,2025-10-02
HURJA,39.72,228.9,233.4,227.2,230.2,230.2,0.0,0.0,229.9,15696.0,227.0,3608475.3,72,3.2,6.2,1.41,2.73,0.13,247.55,246.12,283.4,198.0,10_02_2025.csv,2025-10-02
ICFC,34.28,651.0,670.0,650.2,661.0,661.0,0.0,0.0,660.39,6377.0,661.0,4211287.3,60,0.0,19.8,0.0,3.05,0.09,630.91,638.83,872.0,555.0,10_02_2025.csv,2025-10-02
ICFCD83,29.68,1180.0,1180.0,1180.0,1180.0,1180.0,0.0,0.0,1180.0,75.0,1190.0,88500.0,1,-10.0,0.0,-0.84,0.0,0.0,1236.89,1223.46,1368.9,1156.4,10_02_2025.csv,2025-10-02
ICFCD88,35.94,1106.0,1107.0,1106.0,1107.0,1107.0,0.0,0.0,1106.5,50.0,1105.0,55325.0,2,2.0,1.0,0.18,0.09,0.05,0.0,0.0,1125.0,1000.0,10_02_2025.csv,2025-10-02
IGI,38.83,455.0,457.9,442.0,447.8,447.8,0.0,0.0,446.42,13398.0,449.0,5981070.9,95,-1.2,15.9,-0.27,3.6,0.31,542.4,560.52,690.8,417.0,10_02_2025.csv,2025-10-02
IHL,41.89,565.1,575.0,564.0,569.0,569.0,0.0,0.0,568.22,2606.0,575.0,1480792.5,42,-6.0,11.0,-1.04,1.95,0.14,584.48,633.18,838.0,440.0,10_02_2025.csv,2025-10-02
ILBS,27.27,1184.1,1209.9,1184.0,1203.0,1203.0,0.0,0.0,1186.13,2464.0,1208.0,2922631.7,31,-5.0,25.9,-0.41,2.19,1.4,984.51,986.05,1311.0,795.2,10_02_2025.csv,2025-10-02
ILI,42.5,448.0,452.0,445.0,450.5,450.5,0.0,0.0,447.14,12560.0,444.2,5616041.6,163,6.3,7.0,1.42,1.57,0.75,455.62,465.72,530.0,405.0,10_02_2025.csv,2025-10-02
JBBL,39.22,330.0,331.5,326.0,331.0,331.0,0.0,0.0,328.83,17043.0,327.3,5604272.7,88,3.7,5.5,1.13,1.69,0.66,338.36,345.67,430.9,300.0,10_02_2025.csv,2025-10-02
JBLB,38.15,1472.0,1472.0,1445.0,1469.0,1469.0,0.0,0.0,1455.8,2905.0,1446.0,4229098.9,77,23.0,27.0,1.59,1.87,0.9,1371.12,1381.25,1705.0,1270.7,10_02_2025.csv,2025-10-02
JFL,38.67,457.8,460.0,452.0,452.0,452.0,0.0,0.0,456.48,2722.0,448.9,1242550.0,37,3.1,8.0,0.69,1.77,-0.99,482.84,527.96,1083.3,395.0,10_02_2025.csv,2025-10-02
JOSHI,42.16,320.0,325.9,310.7,314.0,314.0,0.0,0.0,315.3,10427.0,317.0,3287581.7,86,-3.0,15.2,-0.95,4.89,-0.41,356.35,378.55,521.6,254.0,10_02_2025.csv,2025-10-02
JSLBB,41.5,1205.1,1215.0,1201.0,1215.0,1215.0,0.0,0.0,1205.25,837.0,1225.0,1008790.5,7,-10.0,14.0,-0.82,1.17,0.8,1351.79,1445.45,1860.4,1164.1,10_02_2025.csv,2025-10-02
KBL,41.44,192.0,193.0,190.0,192.0,192.0,0.0,0.0,191.04,159082.0,190.3,30390353.2,395,1.7,3.0,0.89,1.58,0.5,206.82,207.2,253.5,175.5,10_02_2025.csv,2025-10-02
KBSH,41.25,1855.0,1869.8,1840.2,1869.8,1869.8,0.0,0.0,1850.99,190.0,1861.0,351689.0,8,8.8,29.6,0.47,1.61,1.01,1993.65,2172.76,3300.0,1750.0,10_02_2025.csv,2025-10-02
KDBY,32.64,9.12,9.2,9.03,9.12,9.12,0.0,0.0,9.17,1900.0,9.3,17419.0,11,-0.18,0.17,-1.94,1.88,-0.53,9.62,9.54,10.57,8.51,10_02_2025.csv,2025-10-02
KDL,40.16,990.0,998.0,980.0,997.0,997.0,0.0,0.0,984.0,905.0,998.9,890518.0,13,-1.9,18.0,-0.19,1.84,1.3,1105.18,1121.28,1306.3,905.1,10_02_2025.csv,2025-10-02
KEF,36.0,8.82,9.35,8.82,9.25,9.25,0.0,0.0,9.15,3200.0,9.0,29272.0,9,0.25,0.53,2.78,6.01,1.11,9.27,9.18,10.42,7.91,10_02_2025.csv,2025-10-02
KKHC,36.88,245.5,245.7,241.1,244.0,244.0,0.0,0.0,244.5,6202.0,241.0,1516416.7,44,3.0,4.6,1.24,1.91,-0.21,323.36,342.7,475.9,225.0,10_02_2025.csv,2025-10-02
KMCDB,42.55,1044.0,1120.0,1026.0,1057.0,1057.0,0.0,0.0,1055.69,3515.0,1030.0,3710752.3,71,27.0,94.0,2.62,9.16,0.12,1047.49,1069.96,1270.0,950.6,10_02_2025.csv,2025-10-02
KPCL,42.74,622.3,622.3,589.0,602.0,602.0,0.0,0.0,597.45,75555.0,635.0,45140135.3,281,-33.0,33.3,-5.2,5.65,0.76,557.14,557.74,711.0,440.0,10_02_2025.csv,2025-10-02
KSBBL,21.63,480.0,480.0,465.0,466.0,466.0,0.0,0.0,468.95,19736.0,473.5,9255160.8,129,-7.5,15.0,-1.58,3.23,-0.63,476.66,466.39,588.0,416.0,10_02_2025.csv,2025-10-02
KSBBLD87,36.78,1110.0,1110.0,1110.0,1110.0,1110.0,0.0,0.0,1110.0,53.0,1110.0,58830.0,1,0.0,0.0,0.0,0.0,0.0,1066.32,1045.1,1110.0,1031.0,10_02_2025.csv,2025-10-02
KSY,27.2,8.79,8.9,8.79,8.9,8.9,0.0,0.0,8.82,400.0,8.95,3529.0,3,-0.05,0.11,-0.56,1.25,0.87,9.27,9.16,10.91,8.25,10_02_2025.csv,2025-10-02
LBBL,32.33,514.0,514.0,498.0,503.9,503.9,0.0,0.0,505.21,69453.0,506.0,35088239.4,208,-2.1,16.0,-0.42,3.21,-0.26,474.42,470.87,646.3,376.5,10_02_2025.csv,2025-10-02
LBBLD89,32.87,1190.0,1190.0,1190.0,1190.0,1190.0,0.0,0.0,1190.0,25.0,1190.0,29750.0,1,0.0,0.0,0.0,0.0,0.0,1195.82,0.0,1270.0,1082.0,10_02_2025.csv,2025-10-02
LEC,33.9,210.0,211.9,206.2,207.0,207.0,0.0,0.0,207.73,101495.0,208.0,21083494.4,249,-1.0,5.7,-0.48,2.76,-0.35,220.18,216.93,299.0,191.0,10_02_2025.csv,2025-10-02
LICN,39.99,842.0,845.0,835.0,840.0,840.0,0.0,0.0,838.25,2189.0,835.0,1834925.7,36,5.0,10.0,0.6,1.2,0.21,913.84,988.75,2288.0,773.0,10_02_2025.csv,2025-10-02
LLBS,37.84,986.0,993.0,975.0,993.0,993.0,0.0,0.0,981.9,330.0,978.0,324026.0,7,15.0,18.0,1.53,1.85,1.12,1070.26,1096.17,1367.3,925.0,10_02_2025.csv,2025-10-02
LSL,39.34,231.0,233.0,229.4,232.0,232.0,0.0,0.0,231.16,52268.0,230.0,12082441.6,122,2.0,3.6,0.87,1.57,0.36,223.57,223.28,274.9,201.0,10_02_2025.csv,2025-10-02
LUK,38.03,9.73,9.73,9.38,9.38,9.38,0.0,0.0,9.43,8327.0,9.54,78549.51,8,-0.16,0.35,-1.68,3.73,-0.57,10.05,9.89,11.97,8.8,10_02_2025.csv,2025-10-02
LVF2,22.08,9.15,9.25,9.1,9.25,9.25,0.0,0.0,9.17,1700.0,9.24,15595.0,4,0.01,0.15,0.11,1.65,0.83,9.74,9.54,11.45,8.28,10_02_2025.csv,2025-10-02
MAKAR,40.04,629.3,629.3,601.0,614.0,614.0,0.0,0.0,610.68,1550.0,622.0,946547.0,23,-8.0,28.3,-1.29,4.71,0.54,644.73,672.01,860.0,431.3,10_02_2025.csv,2025-10-02
MANDU,38.67,848.6,850.0,831.7,850.0,850.0,0.0,0.0,841.87,1170.0,832.0,984990.4,25,18.0,18.3,2.16,2.2,0.96,875.36,896.53,1090.0,766.5,10_02_2025.csv,2025-10-02
MATRI,38.28,1015.9,1015.9,996.0,1005.0,1005.0,0.0,0.0,1004.57,690.0,996.0,693155.5,13,9.0,19.9,0.9,2.0,0.04,1165.84,1200.33,1505.0,960.0,10_02_2025.csv,2025-10-02
MBJC,38.17,300.7,307.0,300.7,307.0,307.0,0.0,0.0,303.29,6485.0,303.0,1966810.7,97,4.0,6.3,1.32,2.1,1.21,318.38,328.27,410.0,284.2,10_02_2025.csv,2025-10-02
MBL,31.03,225.0,225.0,219.6,222.0,222.0,0.0,0.0,221.46,45197.0,224.0,10009145.8,182,-2.0,5.4,-0.89,2.46,0.25,232.91,232.43,290.0,208.6,10_02_2025.csv,2025-10-02
MBLEF,39.69,9.0,9.18,8.91,9.18,9.18,0.0,0.0,9.01,2200.0,9.0,19815.0,14,0.18,0.27,2.0,3.03,1.89,0.0,0.0,10.19,8.59,10_02_2025.csv,2025-10-02
MCHL,40.5,522.1,539.0,522.1,539.0,539.0,0.0,0.0,530.53,1655.0,530.0,878027.5,26,9.0,16.9,1.7,3.24,1.57,555.37,582.08,714.0,450.4,10_02_2025.csv,2025-10-02
MDB,41.03,615.0,618.0,606.0,610.0,610.0,0.0,0.0,609.16,8294.0,609.0,5052348.4,60,1.0,12.0,0.16,1.98,0.14,618.52,639.51,843.5,557.0,10_02_2025.csv,2025-10-02
MEHL,40.15,442.5,451.9,437.1,449.0,449.0,0.0,0.0,441.99,4357.0,449.0,1925740.4,83,0.0,14.8,0.0,3.39,1.56,462.98,494.34,696.0,344.2,10_02_2025.csv,2025-10-02
MEL,39.96,299.8,304.0,288.5,298.0,298.0,0.0,0.0,295.57,8391.0,294.0,2480087.5,115,4.0,15.5,1.36,5.37,0.82,308.75,320.95,393.0,265.6,10_02_2025.csv,2025-10-02
MEN,39.19,638.0,638.0,625.2,632.0,632.0,0.0,0.0,629.5,25748.0,625.5,16208260.3,156,6.5,12.8,1.04,2.05,0.4,604.5,608.3,758.0,552.4,10_02_2025.csv,2025-10-02
MERO,38.23,845.0,855.7,835.0,835.1,835.1,0.0,0.0,837.84,3282.0,839.0,2749778.5,35,-3.9,20.7,-0.46,2.48,-0.33,779.89,760.59,1000.0,648.0,10_02_2025.csv,2025-10-02
MFIL,35.76,649.0,658.0,645.0,648.0,648.0,0.0,0.0,648.99,20086.0,647.1,13035596.2,110,0.9,13.0,0.14,2.02,-0.15,626.71,632.81,834.0,560.0,10_02_2025.csv,2025-10-02
MHCL,38.87,435.0,435.1,425.0,432.9,432.9,0.0,0.0,430.62,2786.0,435.0,1199717.5,32,-2.1,10.1,-0.48,2.38,0.53,468.46,504.49,655.0,368.0,10_02_2025.csv,2025-10-02
MHL,39.34,496.0,504.0,496.0,502.0,502.0,0.0,0.0,499.11,7583.0,499.9,3784728.7,80,2.1,8.0,0.42,1.61,0.58,601.65,685.85,1088.0,450.0,10_02_2025.csv,2025-10-02
MHNL,34.7,246.6,251.2,246.5,250.0,250.0,0.0,0.0,248.45,8346.0,246.5,2073599.8,41,3.5,4.7,1.42,1.91,0.62,266.52,267.46,316.0,234.0,10_02_2025.csv,2025-10-02
MKCL,38.11,1526.0,1535.0,1515.0,1535.0,1535.0,0.0,0.0,1523.59,1427.0,1522.0,2174156.6,38,13.0,20.0,0.85,1.32,0.74,1562.66,1577.1,1900.0,1230.1,10_02_2025.csv,2025-10-02
MKHC,36.5,406.0,409.0,406.0,409.0,409.0,0.0,0.0,406.48,1995.0,406.3,810936.8,29,2.7,3.0,0.66,0.74,0.62,448.65,486.36,627.0,307.4,10_02_2025.csv,2025-10-02
MKHL,40.41,827.2,827.2,795.0,795.1,795.1,0.0,0.0,798.7,273.0,811.0,218046.0,18,-15.9,32.2,-1.96,4.05,-0.45,767.5,737.48,1027.0,450.8,10_02_2025.csv,2025-10-02
MKJC,44.36,593.2,615.0,593.2,608.0,608.0,0.0,0.0,606.53,81336.0,602.0,49332563.4,319,6.0,21.8,1.0,3.67,0.24,542.75,550.82,632.0,402.0,10_02_2025.csv,2025-10-02
MLBBL,37.44,1524.0,1524.0,1500.1,1521.6,1521.6,0.0,0.0,1512.97,536.0,1496.0,810952.0,9,25.6,23.9,1.71,1.59,0.57,1513.02,1574.44,2019.0,1360.0,10_02_2025.csv,2025-10-02
MLBL,39.46,388.9,392.7,385.0,392.7,392.7,0.0,0.0,388.29,16777.0,385.0,6514293.5,84,7.7,7.7,2.0,2.0,1.12,394.54,395.11,488.0,348.9,10_02_2025.csv,2025-10-02
MLBS,38.49,1599.0,1600.0,1599.0,1600.0,1600.0,0.0,0.0,1599.64,28.0,1584.0,44790.0,2,16.0,1.0,1.01,0.06,0.02,1644.42,1797.5,2530.0,1410.0,10_02_2025.csv,2025-10-02
MLBSL,40.01,2200.0,2200.0,2149.0,2192.0,2192.0,0.0,0.0,2175.9,859.0,2160.0,1869099.4,32,32.0,51.0,1.48,2.37,0.73,2221.07,2256.77,2648.7,1950.0,10_02_2025.csv,2025-10-02
MMF1,39.08,8.9,8.9,8.71,8.86,8.86,0.0,0.0,8.86,44232.0,8.75,392090.0,33,0.11,0.19,1.26,2.18,-0.05,9.02,8.92,9.95,7.85,10_02_2025.csv,2025-10-02
MMKJL,41.44,675.0,699.9,666.0,670.3,670.3,0.0,0.0,673.61,6546.0,675.0,4409428.0,73,-4.7,33.9,-0.7,5.09,-0.49,608.98,654.38,890.4,478.0,10_02_2025.csv,2025-10-02
MNBBL,42.04,463.0,464.0,457.0,459.7,459.7,0.0,0.0,459.45,91917.0,459.5,42230918.0,404,0.2,7.0,0.04,1.53,0.06,395.44,388.43,503.0,349.0,10_02_2025.csv,2025-10-02
MNMF1,30.82,8.82,9.1,8.82,8.96,8.96,0.0,0.0,8.98,2550.0,9.0,22891.5,14,-0.04,0.28,-0.44,3.17,-0.19,9.22,0.0,10.42,8.67,10_02_2025.csv,2025-10-02
MPFL,41.05,572.8,572.8,561.5,568.9,568.9,0.0,0.0,564.66,5041.0,562.0,2846428.8,35,6.9,11.3,1.23,2.01,0.75,608.15,631.9,839.4,505.0,10_02_2025.csv,2025-10-02
MSHL,41.56,933.2,953.7,921.0,937.0,937.0,0.0,0.0,941.37,5619.0,917.1,5289563.3,69,19.9,32.7,2.17,3.55,-0.47,891.24,923.86,1141.0,808.5,10_02_2025.csv,2025-10-02
MSLB,39.19,1477.0,1506.5,1420.1,1462.8,1462.8,0.0,0.0,1448.65,2364.0,1449.0,3424603.0,42,13.8,86.4,0.95,6.08,0.97,1313.9,1357.3,1851.0,1130.2,10_02_2025.csv,2025-10-02
NABBC,40.91,756.6,785.2,756.6,784.0,784.0,0.0,0.0,765.38,14486.0,772.0,11087302.0,64,12.0,28.6,1.55,3.78,2.37,1524.55,1476.75,2060.0,530.0,10_02_2025.csv,2025-10-02
NABIL,41.18,524.0,528.0,521.0,527.0,527.0,0.0,0.0,524.87,30997.0,521.6,16269472.5,305,5.4,7.0,1.04,1.34,0.4,504.34,500.95,619.0,471.0,10_02_2025.csv,2025-10-02
NADEP,45.14,790.0,833.3,783.0,827.0,827.0,0.0,0.0,795.69,5071.0,786.0,4034927.4,40,41.0,50.3,5.22,6.42,3.79,856.48,892.1,1127.0,740.0,10_02_2025.csv,2025-10-02
NBF2,37.42,9.97,9.97,9.39,9.6,9.6,0.0,0.0,9.59,42045.0,10.17,403136.9,24,-0.57,0.58,-5.6,6.18,0.12,10.0,9.8,11.1,8.7,10_02_2025.csv,2025-10-02
NBF3,36.83,9.16,9.44,9.16,9.19,9.19,0.0,0.0,9.2,51110.0,9.29,470338.0,19,-0.1,0.28,-1.08,3.06,-0.14,9.75,9.57,10.67,8.14,10_02_2025.csv,2025-10-02
NBL,39.41,255.0,255.0,250.0,251.9,251.9,0.0,0.0,250.98,23772.0,250.0,5966379.9,159,1.9,5.0,0.76,2.0,0.36,260.13,259.53,313.0,225.4,10_02_2025.csv,2025-10-02
NBLD82,18.54,1084.0,1084.0,1084.0,1084.0,1084.0,0.0,0.0,1084.0,25.0,1105.0,27100.0,1,-21.0,0.0,-1.9,0.0,0.0,1051.65,1037.8,1248.0,1042.5,10_02_2025.csv,2025-10-02
NESDO,38.01,1589.0,1589.0,1550.0,1578.9,1578.9,0.0,0.0,1556.87,481.0,1567.0,748853.1,16,11.9,39.0,0.76,2.52,1.4,1661.37,1861.92,2522.0,1415.0,10_02_2025.csv,2025-10-02
NFS,29.27,646.2,660.0,646.2,647.4,647.4,0.0,0.0,651.1,7844.0,646.0,5107201.9,71,1.4,13.8,0.22,2.14,-0.57,673.26,727.71,1605.0,576.0,10_02_2025.csv,2025-10-02
NGPL,38.78,393.0,394.7,389.0,392.0,392.0,0.0,0.0,390.33,119788.0,389.9,46756298.1,321,2.1,5.7,0.54,1.47,0.43,377.34,343.44,571.0,250.0,10_02_2025.csv,2025-10-02
NHDL,36.33,700.0,710.0,695.0,695.1,695.1,0.0,0.0,700.65,1546.0,694.0,1083206.7,30,1.1,15.0,0.16,2.16,-0.8,721.92,763.64,1002.6,530.0,10_02_2025.csv,2025-10-02
NHPC,42.6,202.0,203.0,198.5,200.0,200.0,0.0,0.0,200.02,42203.0,200.0,8441381.9,147,0.0,4.5,0.0,2.27,-0.01,214.83,216.17,254.0,178.6,10_02_2025.csv,2025-10-02
NIBLGF,40.44,8.57,8.8,8.57,8.8,8.8,0.0,0.0,8.72,8300.0,8.56,72415.6,10,0.24,0.23,2.8,2.68,0.85,8.96,8.88,10.09,7.84,10_02_2025.csv,2025-10-02
NIBLSTF,19.84,8.55,8.7,8.55,8.7,8.7,0.0,0.0,8.67,2700.0,8.7,23404.0,4,0.0,0.15,0.0,1.75,0.37,8.58,8.61,10.08,7.85,10_02_2025.csv,2025-10-02
NIBSF2,23.37,8.6,8.8,8.6,8.7,8.7,0.0,0.0,8.73,8210.0,8.6,71632.5,11,0.1,0.2,1.16,2.33,-0.29,8.62,8.55,9.58,7.65,10_02_2025.csv,2025-10-02
NICA,39.32,335.0,337.0,333.0,334.0,334.0,0.0,0.0,333.94,31511.0,331.2,10522752.9,193,2.8,4.0,0.85,1.2,0.02,361.63,367.26,505.0,308.7,10_02_2025.csv,2025-10-02
NICAD85/86,23.99,1118.0,1118.0,1118.0,1118.0,1118.0,0.0,0.0,1118.0,25.0,1130.0,27950.0,1,-12.0,0.0,-1.06,0.0,0.0,1074.69,0.0,1175.0,1053.5,10_02_2025.csv,2025-10-02
NICFC,22.15,8.88,9.04,8.8,8.88,8.88,0.0,0.0,8.91,1900.0,9.06,16922.0,8,-0.18,0.24,-1.99,2.73,-0.3,9.29,9.23,10.4,8.13,10_02_2025.csv,2025-10-02
NICGF2,31.08,8.7,8.7,8.61,8.61,8.61,0.0,0.0,8.7,3100.0,8.7,26961.0,2,-0.09,0.09,-1.03,1.05,-1.01,8.78,8.77,9.98,8.2,10_02_2025.csv,2025-10-02
NICL,42.95,545.0,549.0,534.2,549.0,549.0,0.0,0.0,540.28,7982.0,545.1,4312509.5,67,3.9,14.8,0.72,2.77,1.59,693.85,791.0,1064.0,494.9,10_02_2025.csv,2025-10-02
NICLBSL,38.77,581.0,581.0,570.0,572.0,572.0,0.0,0.0,577.32,3614.0,573.0,2086428.0,47,-1.0,11.0,-0.17,1.93,-0.93,636.17,650.48,775.0,535.0,10_02_2025.csv,2025-10-02
NICSF,44.92,8.75,9.03,8.75,9.03,9.03,0.0,0.0,9.03,30300.0,8.86,273570.0,5,0.17,0.28,1.92,3.2,0.01,9.18,9.22,10.4,8.49,10_02_2025.csv,2025-10-02
NIFRA,43.58,272.5,276.0,268.7,275.0,275.0,0.0,0.0,272.25,158703.0,272.0,43206191.1,380,3.0,7.3,1.1,2.72,1.0,282.15,276.73,328.1,240.1,10_02_2025.csv,2025-10-02
NIFRAGED,33.34,1010.0,1010.0,1010.0,1010.0,1010.0,0.0,0.0,1010.0,100.0,1005.0,101000.0,3,5.0,0.0,0.5,0.0,0.0,0.0,0.0,1020.0,948.0,10_02_2025.csv,2025-10-02
NIL,40.78,615.0,620.0,611.0,615.0,615.0,0.0,0.0,614.12,9483.0,615.0,5823653.4,101,0.0,9.0,0.0,1.47,0.14,711.89,758.51,999.0,580.0,10_02_2025.csv,2025-10-02
NIMB,39.13,206.0,208.7,205.1,208.0,208.0,0.0,0.0,206.54,35961.0,206.0,7427393.3,179,2.0,3.6,0.97,1.76,0.7,214.15,214.74,264.9,189.2,10_02_2025.csv,2025-10-02
NIMBD90,23.45,1150.0,1150.0,1150.0,1150.0,1150.0,0.0,0.0,1150.0,50.0,1150.0,57500.0,4,0.0,0.0,0.0,0.0,0.0,1134.53,1107.08,1251.0,1065.0,10_02_2025.csv,2025-10-02
NIMBPO,35.27,164.2,167.2,161.1,165.8,165.8,0.0,0.0,162.21,8410.0,167.0,1364165.0,14,-1.2,6.1,-0.72,3.79,2.17,161.79,161.39,186.8,147.7,10_02_2025.csv,2025-10-02
NLG,36.78,724.8,725.0,706.3,714.0,714.0,0.0,0.0,711.49,14409.0,715.0,10251872.0,100,-1.0,18.7,-0.14,2.65,0.35,820.92,882.05,1382.0,660.0,10_02_2025.csv,2025-10-02
NLIC,40.75,772.0,785.0,771.2,779.2,779.2,0.0,0.0,779.64,14901.0,770.1,11617438.0,173,9.1,13.8,1.18,1.79,-0.06,774.56,773.71,920.0,702.0,10_02_2025.csv,2025-10-02
NLICL,44.78,595.0,602.9,585.0,599.9,599.9,0.0,0.0,592.95,16205.0,600.0,9608793.5,73,-0.1,17.9,-0.02,3.06,1.16,616.75,612.85,738.0,539.0,10_02_2025.csv,2025-10-02
NMB,42.27,248.4,250.0,245.0,248.5,248.5,0.0,0.0,247.94,35996.0,248.4,8924993.2,101,0.1,5.0,0.04,2.04,0.22,249.74,248.79,288.0,230.0,10_02_2025.csv,2025-10-02
NMB50,33.73,10.16,10.4,10.16,10.3,10.3,0.0,0.0,10.26,6073.0,10.25,62290.28,7,0.05,0.24,0.49,2.36,0.42,10.73,10.61,11.93,9.57,10_02_2025.csv,2025-10-02
NMBHF2,46.27,8.95,9.14,8.93,9.09,9.09,0.0,0.0,9.06,22800.0,8.8,206573.0,28,0.29,0.21,3.3,2.35,0.33,0.0,0.0,10.0,8.16,10_02_2025.csv,2025-10-02
NMBMF,38.94,682.0,694.0,677.1,694.0,694.0,0.0,0.0,683.88,2143.0,687.3,1465560.8,29,6.7,16.9,0.97,2.5,1.46,715.56,724.46,876.0,646.8,10_02_2025.csv,2025-10-02
NMBPO,48.64,136.0,136.0,136.0,136.0,136.0,0.0,0.0,136.0,598145.0,136.0,81347720.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,115.0,10_02_2025.csv,2025-10-02
NMFBS,25.41,1265.0,1280.0,1260.1,1268.3,1268.3,0.0,0.0,1266.73,2697.0,1260.2,3416359.8,29,8.1,19.9,0.64,1.58,0.12,1269.37,1278.32,1639.5,1161.0,10_02_2025.csv,2025-10-02
NMIC,35.44,1165.0,1168.0,1130.1,1145.0,1145.0,0.0,0.0,1144.56,3322.0,1146.0,3802230.9,91,-1.0,37.9,-0.09,3.35,0.04,0.0,0.0,2703.3,302.3,10_02_2025.csv,2025-10-02
NMLBBL,36.6,655.0,669.1,645.0,654.0,654.0,0.0,0.0,653.52,1391.0,649.0,909041.2,32,5.0,24.1,0.77,3.74,0.07,667.5,671.98,828.2,602.0,10_02_2025.csv,2025-10-02
NRIC,33.87,1462.0,1487.0,1444.0,1444.0,1444.0,0.0,0.0,1463.04,75209.0,1462.0,110034005.0,499,-18.0,43.0,-1.23,2.98,-1.32,1374.9,1245.97,1842.0,722.0,10_02_2025.csv,2025-10-02
NRM,35.43,440.1,446.8,436.1,445.0,445.0,0.0,0.0,442.36,33037.0,439.0,14614334.3,235,6.0,10.7,1.37,2.45,0.59,472.18,485.34,645.0,402.0,10_02_2025.csv,2025-10-02
NRN,33.78,1963.2,2014.0,1963.2,1970.0,1970.0,0.0,0.0,1981.6,27313.0,1974.9,54123499.6,167,-4.9,50.8,-0.25,2.59,-0.59,2045.27,1789.87,2444.0,878.0,10_02_2025.csv,2025-10-02
NSIF2,38.73,10.32,10.32,10.08,10.18,10.18,0.0,0.0,10.14,22560.0,10.12,228715.6,21,0.06,0.24,0.59,2.38,0.41,10.7,10.55,11.93,9.69,10_02_2025.csv,2025-10-02
NTC,38.15,852.0,855.0,848.0,852.0,852.0,0.0,0.0,850.06,6444.0,848.2,5477788.3,143,3.8,7.0,0.45,0.83,0.23,870.47,884.92,1107.0,762.5,10_02_2025.csv,2025-10-02
NUBL,36.89,780.0,780.0,766.0,770.0,770.0,0.0,0.0,769.23,3871.0,769.9,2977681.0,43,0.1,14.0,0.01,1.83,0.1,721.25,710.43,854.4,650.0,10_02_2025.csv,2025-10-02
NWCL,39.35,842.0,857.0,829.5,857.0,857.0,0.0,0.0,839.09,1046.0,840.0,877685.5,30,17.0,27.5,2.02,3.32,2.09,915.45,946.21,1147.0,753.0,10_02_2025.csv,2025-10-02
NYADI,38.46,416.0,416.9,410.0,416.9,416.9,0.0,0.0,411.59,3506.0,416.4,1443050.0,46,0.5,6.9,0.12,1.68,1.27,471.69,516.49,880.0,285.1,10_02_2025.csv,2025-10-02
