symbol,conf.,open,high,low,close,ltp,close - ltp,close - ltp %,vwap,vol,prev. close,turnover,trans.,diff,range,diff %,range %,vwap %,120 days,180 days,52 weeks high,52 weeks low,source_file,tradedate
FOWAD,34.12,1110.0,1122.0,1085.0,1089.42,1090.0,-0.58,0.0,1101.56,6342.0,1121.67,6986068.5,84,-32.25,37.0,-2.88,3.41,-1.11,1155.64,1190.59,1570.0,1059.3,09_16_2025.csv,2025-09-16
GBBD85,46.41,1082.2,1092.0,1082.2,1092.0,1092.0,0.0,0.0,1091.51,1100.0,1061.0,1200660.0,12,31.0,9.8,2.92,0.91,0.04,1052.91,1048.47,1110.0,1000.1,09_16_2025.csv,2025-09-16
GBBL,36.54,430.1,434.9,423.0,426.47,429.4,-2.93,-0.01,427.6,56215.0,430.46,24037745.5,213,-3.99,11.9,-0.93,2.81,-0.27,410.15,407.85,498.0,378.7,09_16_2025.csv,2025-09-16
GBILD84/85,23.42,1184.0,1184.0,1161.0,1161.0,1161.0,0.0,0.0,1178.25,100.0,1161.3,117825.0,2,-0.3,23.0,-0.03,1.98,-1.49,1163.72,0.0,1220.0,1104.0,09_16_2025.csv,2025-09-16
GBIME,27.25,250.0,250.0,243.0,244.98,246.0,-1.02,0.0,245.63,130659.0,247.56,32093212.2,374,-2.58,7.0,-1.04,2.88,-0.26,236.66,232.36,278.9,210.7,09_16_2025.csv,2025-09-16
GBIMESY2,27.58,9.0,9.3,9.0,9.12,9.12,0.0,0.0,9.14,3850.0,9.0,35178.0,9,0.12,0.3,1.33,3.33,-0.19,0.0,0.0,10.0,8.68,09_16_2025.csv,2025-09-16
GBLBS,33.46,774.0,774.0,746.2,753.93,756.0,-2.07,0.0,753.5,4835.0,759.8,3643187.9,58,-5.87,27.8,-0.77,3.73,0.06,815.56,819.72,987.0,667.1,09_16_2025.csv,2025-09-16
GCIL,29.34,480.0,480.0,475.0,476.56,476.0,0.56,0.0,476.72,18196.0,481.64,8674427.8,232,-5.08,5.0,-1.05,1.05,-0.03,513.79,511.99,613.0,465.2,09_16_2025.csv,2025-09-16
GFCL,34.63,615.0,615.0,597.0,598.4,601.0,-2.6,0.0,602.83,12328.0,608.4,7431643.0,99,-10.0,18.0,-1.64,3.02,-0.74,656.04,692.4,1340.8,591.5,09_16_2025.csv,2025-09-16
GHL,30.31,224.0,224.0,216.1,217.18,216.8,0.38,0.0,218.86,72321.0,222.76,15828163.1,237,-5.58,7.9,-2.5,3.66,-0.77,257.74,247.27,318.0,193.5,09_16_2025.csv,2025-09-16
GIBF1,18.66,11.22,11.22,11.03,11.06,11.06,0.0,0.0,11.07,16200.0,11.01,179319.0,15,0.05,0.19,0.45,1.72,-0.08,10.58,10.35,11.68,8.84,09_16_2025.csv,2025-09-16
GILB,33.36,1255.0,1270.0,1230.0,1239.52,1250.0,-10.48,-0.01,1240.05,9124.0,1279.7,11314207.5,84,-40.18,40.0,-3.14,3.25,-0.04,1279.42,1272.87,1441.6,1118.2,09_16_2025.csv,2025-09-16
GLBSL,30.83,2072.1,2072.1,2016.1,2017.92,2018.0,-0.08,0.0,2027.75,1133.0,2072.1,2297437.5,49,-54.18,56.0,-2.61,2.78,-0.49,2516.2,2520.8,3486.0,1560.0,09_16_2025.csv,2025-09-16
GLH,30.26,260.0,260.0,249.9,250.93,250.5,0.43,0.0,251.67,54580.0,257.46,13736239.6,232,-6.53,10.1,-2.54,4.04,-0.3,263.59,260.37,313.0,223.8,09_16_2025.csv,2025-09-16
GMFBS,32.36,1565.0,1595.0,1565.0,1591.0,1591.0,0.0,0.0,1587.01,263.0,1594.15,417382.4,6,-3.15,30.0,-0.2,1.92,0.25,1594.07,1663.99,1980.0,1397.0,09_16_2025.csv,2025-09-16
GMFIL,29.45,474.0,475.5,462.1,463.7,465.0,-1.3,0.0,464.74,6559.0,470.26,3048225.0,51,-6.56,13.4,-1.39,2.9,-0.22,492.95,509.66,735.9,436.5,09_16_2025.csv,2025-09-16
GMLI,20.49,1941.0,1997.0,1934.0,1948.15,1970.0,-21.85,-0.01,1949.87,2802.0,1958.36,5463541.5,90,-10.21,63.0,-0.52,3.26,-0.09,2272.85,0.0,2778.0,301.0,09_16_2025.csv,2025-09-16
GRDBL,31.48,1031.0,1065.0,970.1,1005.25,1020.0,-14.75,-0.01,1006.93,28818.0,1050.06,29017739.8,266,-44.81,94.9,-4.27,9.78,-0.17,1267.96,1275.37,2001.4,617.4,09_16_2025.csv,2025-09-16
GSY,34.6,8.9,9.24,8.9,9.1,9.1,0.0,0.0,9.02,6000.0,9.06,54123.0,26,0.04,0.34,0.44,3.82,0.87,9.3,0.0,10.3,8.8,09_16_2025.csv,2025-09-16
GUFL,29.51,520.0,520.0,508.0,509.72,512.0,-2.28,0.0,510.03,3726.0,511.68,1900367.0,50,-1.96,12.0,-0.38,2.36,-0.06,559.12,588.38,840.0,508.0,09_16_2025.csv,2025-09-16
GVL,21.74,530.0,540.0,525.2,525.73,526.0,-0.27,0.0,528.11,50107.0,534.41,26462157.2,266,-8.68,14.8,-1.62,2.82,-0.45,489.22,506.3,662.0,424.0,09_16_2025.csv,2025-09-16
GWFD83,40.59,1180.0,1180.0,1177.0,1177.0,1177.0,0.0,0.0,1179.1,250.0,1194.0,294775.0,2,-17.0,3.0,-1.42,0.25,-0.18,1235.63,1227.26,1464.8,1090.0,09_16_2025.csv,2025-09-16
H8020,39.54,11.9,12.21,11.9,12.18,12.19,-0.01,0.0,12.18,121700.0,11.98,1482243.8,42,0.2,0.31,1.67,2.61,0.0,11.08,10.74,12.21,9.6,09_16_2025.csv,2025-09-16
HATHY,29.26,1058.9,1058.9,997.1,1001.19,1008.0,-6.81,-0.01,1010.43,12715.0,1038.9,12847572.0,225,-37.71,61.8,-3.63,6.2,-0.92,1260.77,1309.01,1619.0,997.1,09_16_2025.csv,2025-09-16
HBL,34.69,200.0,203.0,200.0,200.55,200.6,-0.05,0.0,200.86,116012.0,202.38,23302197.9,4614,-1.83,3.0,-0.9,1.5,-0.15,224.81,228.69,286.0,198.0,09_16_2025.csv,2025-09-16
HDHPC,29.25,185.6,186.9,180.4,181.46,181.0,0.46,0.0,182.68,120363.0,185.28,21988374.3,492,-3.82,6.5,-2.06,3.6,-0.67,201.06,201.43,229.0,180.4,09_16_2025.csv,2025-09-16
HDL,23.06,1417.6,1417.6,1363.5,1370.04,1375.0,-4.96,0.0,1375.42,105991.0,1389.86,145782478.3,901,-19.82,54.1,-1.43,3.97,-0.39,1256.85,1252.61,1556.1,1136.0,09_16_2025.csv,2025-09-16
HEI,25.58,582.0,582.0,566.0,570.05,582.0,-11.95,-0.02,569.49,10125.0,574.98,5766120.9,72,-4.93,16.0,-0.86,2.83,0.1,588.79,606.17,727.9,547.4,09_16_2025.csv,2025-09-16
HEIP,41.54,373.0,382.7,367.8,367.8,367.8,0.0,0.0,370.99,3655.0,368.0,1355961.0,9,-0.2,14.9,-0.05,4.05,-0.87,368.65,395.65,563.0,342.2,09_16_2025.csv,2025-09-16
HHL,30.99,353.0,360.0,342.0,345.27,344.0,1.27,0.0,347.58,26304.0,353.72,9142718.6,191,-8.45,18.0,-2.39,5.26,-0.67,422.41,467.46,635.0,342.0,09_16_2025.csv,2025-09-16
HIDCL,27.52,270.7,281.5,269.0,270.26,270.1,0.16,0.0,271.13,127024.0,276.17,34439785.6,467,-5.91,12.5,-2.14,4.65,-0.32,293.84,280.97,340.0,225.4,09_16_2025.csv,2025-09-16
HIDCLP,31.79,198.0,200.0,194.0,194.79,195.1,-0.31,0.0,196.22,235015.0,198.65,46114891.5,334,-3.86,6.0,-1.94,3.09,-0.73,203.64,192.75,239.0,150.1,09_16_2025.csv,2025-09-16
HIMSTAR,31.12,399.2,430.5,399.2,430.5,430.5,0.0,0.0,427.42,250.0,391.4,106855.0,25,39.1,31.3,9.99,7.84,0.72,0.0,0.0,430.5,252.2,09_16_2025.csv,2025-09-16
HLBSL,29.83,955.92,960.0,944.1,947.94,946.1,1.84,0.0,950.64,2038.0,955.92,1937403.7,36,-7.98,15.9,-0.83,1.68,-0.28,972.55,983.33,1140.0,817.0,09_16_2025.csv,2025-09-16
HLI,28.41,404.0,404.0,392.5,393.65,393.4,0.25,0.0,395.0,23630.0,396.09,9333858.0,284,-2.44,11.5,-0.62,2.93,-0.34,412.41,425.69,517.9,377.7,09_16_2025.csv,2025-09-16
HPPL,26.28,475.1,479.0,465.0,465.92,465.0,0.92,0.0,470.83,44269.0,478.38,20842966.6,234,-12.46,14.0,-2.6,3.01,-1.05,540.64,530.37,711.0,290.1,09_16_2025.csv,2025-09-16
HRL,24.93,1000.0,1000.0,970.0,975.49,974.0,1.49,0.0,979.43,223843.0,989.9,219239472.4,1468,-14.41,30.0,-1.46,3.09,-0.4,976.6,942.24,1156.0,746.2,09_16_2025.csv,2025-09-16
HURJA,31.36,226.0,228.0,221.1,221.99,221.1,0.89,0.0,223.58,62290.0,225.6,13926649.4,235,-3.61,6.9,-1.6,3.12,-0.72,248.49,246.62,283.4,198.0,09_16_2025.csv,2025-09-16
ICFC,31.53,656.0,664.0,643.0,647.52,649.0,-1.48,0.0,651.13,20383.0,659.57,13271951.9,139,-12.05,21.0,-1.83,3.27,-0.56,629.46,640.62,872.0,555.0,09_16_2025.csv,2025-09-16
ICFCD88,42.0,1090.0,1105.0,1090.0,1105.0,1105.0,0.0,0.0,1095.0,75.0,1096.5,82125.0,3,8.5,15.0,0.78,1.38,0.9,0.0,0.0,1125.0,1000.0,09_16_2025.csv,2025-09-16
IGI,30.6,518.0,530.3,512.2,514.42,515.0,-0.58,0.0,519.24,11125.0,520.04,5776554.5,91,-5.62,18.1,-1.08,3.53,-0.94,549.9,565.44,690.8,510.0,09_16_2025.csv,2025-09-16
IHL,32.43,533.5,550.4,512.6,540.23,545.0,-4.77,-0.01,528.0,5764.0,541.07,3043406.9,71,-0.84,37.8,-0.16,7.37,2.26,591.22,637.7,838.0,440.0,09_16_2025.csv,2025-09-16
ILBS,23.33,1218.0,1239.0,1193.0,1226.21,1200.0,26.21,0.02,1217.7,15587.0,1242.79,18980364.8,107,-16.58,46.0,-1.33,3.86,0.69,975.21,979.94,1311.0,795.2,09_16_2025.csv,2025-09-16
ILI,29.07,446.0,447.0,442.2,444.44,443.0,1.44,0.0,444.13,13331.0,446.59,5920643.8,269,-2.15,4.8,-0.48,1.09,0.07,457.51,467.04,530.0,430.5,09_16_2025.csv,2025-09-16
JBBL,32.51,329.0,331.0,325.0,325.4,325.5,-0.1,0.0,326.81,33068.0,330.56,10806849.9,170,-5.16,6.0,-1.56,1.85,-0.43,339.85,347.52,430.9,315.0,09_16_2025.csv,2025-09-16
JBLB,25.3,1410.0,1432.0,1406.0,1416.89,1418.0,-1.11,0.0,1415.5,8754.0,1431.1,12391299.9,167,-14.21,26.0,-0.99,1.85,0.1,1368.78,1385.83,1744.0,1270.7,09_16_2025.csv,2025-09-16
JFL,30.67,442.0,445.0,441.0,443.26,445.0,-1.74,0.0,442.52,7414.0,447.71,3280867.1,84,-4.45,4.0,-0.99,0.91,0.17,487.22,543.33,1083.3,400.0,09_16_2025.csv,2025-09-16
JOSHI,29.41,285.0,288.9,276.3,277.43,278.0,-0.57,0.0,279.96,12708.0,285.97,3557707.9,103,-8.54,12.6,-2.99,4.56,-0.91,360.31,383.21,521.6,265.0,09_16_2025.csv,2025-09-16
JSLBB,30.92,1198.0,1198.0,1185.0,1187.81,1190.0,-2.19,0.0,1186.42,798.0,1201.6,946766.2,21,-13.79,13.0,-1.15,1.1,0.12,1367.75,1458.19,1860.4,1185.0,09_16_2025.csv,2025-09-16
KBL,31.43,197.3,198.0,194.0,194.38,194.3,0.08,0.0,195.38,245866.0,197.13,48038029.8,770,-2.75,4.0,-1.4,2.06,-0.52,207.74,208.18,253.5,192.1,09_16_2025.csv,2025-09-16
KBSH,34.24,1850.0,1850.0,1794.0,1803.68,1829.8,-26.12,-0.01,1827.24,520.0,1860.07,950163.0,31,-56.39,56.0,-3.03,3.12,-1.31,2024.02,2205.13,3300.0,1715.0,09_16_2025.csv,2025-09-16
KDBY,35.28,9.2,9.25,9.02,9.2,9.25,-0.05,-0.01,9.18,5050.0,9.3,46353.5,16,-0.1,0.23,-1.08,2.55,0.23,9.62,9.55,10.57,8.51,09_16_2025.csv,2025-09-16
KDL,24.64,1016.2,1020.0,985.0,993.2,993.2,0.0,0.0,1006.49,1075.0,1016.22,1081977.0,42,-23.02,35.0,-2.27,3.55,-1.34,1113.34,1126.68,1306.3,970.0,09_16_2025.csv,2025-09-16
KEF,27.48,8.99,9.12,8.94,8.94,8.94,0.0,0.0,8.98,1300.0,9.17,11678.0,8,-0.23,0.18,-2.51,2.01,-0.48,9.27,9.18,10.42,7.91,09_16_2025.csv,2025-09-16
KKHC,32.34,235.0,238.2,225.2,226.39,227.0,-0.61,0.0,227.72,13390.0,233.57,3049187.7,98,-7.18,13.0,-3.07,5.77,-0.59,329.22,349.07,475.9,225.0,09_16_2025.csv,2025-09-16
KMCDB,25.0,1040.0,1059.0,1035.2,1041.48,1036.9,4.58,0.0,1043.75,3037.0,1059.6,3169854.5,82,-18.12,23.8,-1.71,2.3,-0.22,1049.49,1072.79,1270.0,950.6,09_16_2025.csv,2025-09-16
KPCL,26.73,545.3,573.0,541.0,542.52,542.0,0.52,0.0,547.29,41305.0,556.31,22606003.7,191,-13.79,32.0,-2.48,5.91,-0.88,555.48,556.38,711.0,440.0,09_16_2025.csv,2025-09-16
KSBBL,29.09,546.3,546.3,521.1,523.34,521.3,2.04,0.0,525.76,165506.0,535.66,87016451.3,491,-12.32,25.2,-2.3,4.84,-0.46,474.49,465.36,588.0,416.0,09_16_2025.csv,2025-09-16
KSY,19.04,8.83,9.0,8.83,9.0,9.0,0.0,0.0,8.94,900.0,8.95,8047.0,8,0.05,0.17,0.56,1.93,0.65,9.26,9.17,10.91,8.25,09_16_2025.csv,2025-09-16
LBBL,26.91,519.0,534.0,519.0,522.27,521.3,0.97,0.0,525.42,126211.0,529.53,66314165.6,375,-7.26,15.0,-1.37,2.89,-0.6,471.5,470.47,646.3,376.5,09_16_2025.csv,2025-09-16
LBLD86,41.66,1120.0,1120.0,1120.0,1120.0,1120.0,0.0,0.0,1120.0,25.0,1100.0,28000.0,1,20.0,0.0,1.82,0.0,0.0,0.0,0.0,1135.0,1060.0,09_16_2025.csv,2025-09-16
LEC,25.18,217.0,218.0,208.0,210.85,211.0,-0.15,0.0,211.63,247967.0,215.79,52476577.3,622,-4.94,10.0,-2.29,4.81,-0.37,220.63,217.13,299.0,195.0,09_16_2025.csv,2025-09-16
LICN,29.66,832.0,848.0,832.0,835.8,836.9,-1.1,0.0,837.31,6640.0,845.1,5559742.5,86,-9.3,16.0,-1.1,1.92,-0.18,925.09,1003.58,2288.0,830.0,09_16_2025.csv,2025-09-16
LLBS,38.78,989.0,1005.0,927.0,984.0,1005.0,-21.0,-0.02,954.71,2625.0,989.0,2506108.6,47,-5.0,78.0,-0.51,8.41,2.98,1076.8,1101.92,1367.3,927.0,09_16_2025.csv,2025-09-16
LSL,25.24,228.5,233.8,228.5,230.57,230.4,0.17,0.0,230.72,73409.0,233.15,16936838.1,207,-2.58,5.3,-1.11,2.32,-0.06,223.3,223.55,274.9,201.0,09_16_2025.csv,2025-09-16
LUK,31.51,9.58,9.58,9.21,9.21,9.21,0.0,0.0,9.42,15301.0,9.4,144128.18,10,-0.19,0.37,-2.02,4.02,-2.27,10.06,9.9,11.97,8.7,09_16_2025.csv,2025-09-16
LVF2,30.12,9.11,9.12,9.11,9.12,9.12,0.0,0.0,9.12,1450.0,9.15,13221.0,7,-0.03,0.01,-0.33,0.11,0.02,9.74,9.55,11.45,8.27,09_16_2025.csv,2025-09-16
MAKAR,32.16,563.1,574.0,560.0,560.55,569.0,-8.45,-0.01,563.08,4514.0,574.22,2541730.5,64,-13.67,14.0,-2.38,2.5,-0.45,651.99,673.26,860.0,431.3,09_16_2025.csv,2025-09-16
MANDU,24.93,831.0,837.4,830.0,830.7,830.7,0.0,0.0,833.39,615.0,840.97,512534.5,25,-10.27,7.4,-1.22,0.89,-0.32,879.7,898.99,1090.0,805.6,09_16_2025.csv,2025-09-16
MATRI,32.12,996.0,1000.0,996.0,996.32,996.0,0.32,0.0,996.58,1100.0,1002.0,1096239.2,26,-5.68,4.0,-0.57,0.4,-0.03,1179.46,1209.92,1600.0,990.0,09_16_2025.csv,2025-09-16
MBJC,26.6,299.3,306.0,299.3,301.86,301.2,0.66,0.0,302.89,19539.0,305.39,5918099.1,294,-3.53,6.7,-1.16,2.24,-0.34,319.96,330.08,410.0,293.5,09_16_2025.csv,2025-09-16
MBL,35.94,251.9,251.9,247.0,248.37,249.0,-0.63,0.0,249.55,133141.0,251.23,33224872.1,219,-2.86,4.9,-1.14,1.98,-0.47,233.06,233.09,290.0,208.6,09_16_2025.csv,2025-09-16
MBLEF,20.92,9.0,9.24,8.95,8.96,8.96,0.0,0.0,9.06,1500.0,9.06,13593.0,15,-0.1,0.29,-1.1,3.24,-1.14,0.0,0.0,10.19,8.59,09_16_2025.csv,2025-09-16
MCHL,26.72,472.5,479.0,455.7,468.85,469.0,-0.15,0.0,469.72,4500.0,480.0,2113747.6,50,-11.15,23.3,-2.32,5.11,-0.19,558.96,584.06,714.0,452.0,09_16_2025.csv,2025-09-16
MDB,33.68,609.0,614.0,595.0,597.88,600.0,-2.12,0.0,600.46,28149.0,610.03,16902298.5,171,-12.15,19.0,-1.99,3.19,-0.43,620.87,644.32,843.5,557.0,09_16_2025.csv,2025-09-16
MEHL,26.69,415.1,437.9,405.0,410.35,414.0,-3.65,-0.01,416.13,12004.0,416.09,4995256.2,145,-5.74,32.9,-1.38,8.12,-1.41,470.54,495.05,696.0,344.2,09_16_2025.csv,2025-09-16
MEL,27.74,280.0,286.0,280.0,280.54,284.7,-4.16,-0.01,281.44,13930.0,283.96,3920517.4,154,-3.42,6.0,-1.2,2.14,-0.32,310.56,321.62,393.0,265.6,09_16_2025.csv,2025-09-16
MEN,31.77,618.0,623.9,606.0,614.37,614.0,0.37,0.0,614.41,121669.0,618.37,74754752.4,287,-4.0,17.9,-0.65,2.95,-0.01,603.27,611.46,758.0,552.4,09_16_2025.csv,2025-09-16
MERO,27.78,828.0,828.0,803.8,806.8,807.3,-0.5,0.0,811.69,10562.0,831.98,8573078.8,82,-25.18,24.2,-3.03,3.01,-0.61,775.41,757.58,1000.0,648.0,09_16_2025.csv,2025-09-16
MFIL,32.93,674.0,674.0,663.0,668.05,669.0,-0.95,0.0,666.44,16576.0,668.09,11046840.8,94,-0.04,11.0,-0.01,1.66,0.24,625.52,634.85,834.0,560.0,09_16_2025.csv,2025-09-16
MFLD85,40.66,1105.0,1106.7,1105.0,1106.7,1106.7,0.0,0.0,1105.68,25.0,1085.0,27642.0,2,21.7,1.7,2.0,0.15,0.09,1064.73,1036.17,1150.0,1023.6,09_16_2025.csv,2025-09-16
MHCL,31.37,419.0,424.0,404.9,411.75,419.8,-8.05,-0.02,412.6,9216.0,424.74,3802562.5,118,-12.99,19.1,-3.06,4.72,-0.21,473.72,507.63,655.0,355.1,09_16_2025.csv,2025-09-16
MHL,29.05,490.0,492.0,476.3,479.7,476.3,3.4,0.01,483.85,20421.0,493.88,9880689.8,195,-14.18,15.7,-2.87,3.3,-0.87,614.89,699.26,1088.0,470.0,09_16_2025.csv,2025-09-16
MHNL,28.72,242.5,250.8,242.3,245.13,249.4,-4.27,-0.02,244.47,19219.0,245.92,4698422.3,80,-0.79,8.5,-0.32,3.51,0.27,267.61,268.42,316.0,234.0,09_16_2025.csv,2025-09-16
MKCL,28.46,1506.0,1540.2,1491.0,1497.0,1494.0,3.0,0.0,1513.02,9452.0,1530.96,14301058.5,161,-33.96,49.2,-2.22,3.3,-1.07,1567.79,1577.99,1900.0,1230.1,09_16_2025.csv,2025-09-16
MKHC,30.2,395.0,400.0,378.0,386.21,391.0,-4.79,-0.01,391.84,22153.0,399.46,8680430.3,129,-13.25,22.0,-3.32,5.82,-1.46,456.2,490.28,627.0,307.4,09_16_2025.csv,2025-09-16
MKHL,30.98,741.8,750.0,730.2,740.06,737.5,2.56,0.0,742.59,2484.0,755.18,1844588.0,49,-15.12,19.8,-2.0,2.71,-0.34,763.59,732.98,1027.0,450.8,09_16_2025.csv,2025-09-16
MKJC,46.33,588.0,616.0,588.0,599.29,596.5,2.79,0.0,604.18,170218.0,593.49,102841620.5,706,5.8,28.0,0.98,4.76,-0.82,541.18,549.58,632.0,402.0,09_16_2025.csv,2025-09-16
MLBBL,28.96,1451.0,1480.0,1451.0,1469.0,1469.0,0.0,0.0,1459.72,1564.0,1470.79,2283002.0,35,-1.79,29.0,-0.12,2.0,0.63,1525.82,1580.45,2019.0,1360.0,09_16_2025.csv,2025-09-16
MLBL,31.07,392.5,392.5,383.0,384.24,385.0,-0.76,0.0,385.2,40854.0,390.44,15737009.6,170,-6.2,9.5,-1.59,2.48,-0.25,396.94,396.0,488.0,358.0,09_16_2025.csv,2025-09-16
MLBS,36.42,1501.0,1510.0,1488.1,1498.33,1492.0,6.33,0.0,1492.53,2165.0,1518.44,3231330.4,29,-20.11,21.9,-1.32,1.47,0.39,1661.32,1816.6,2530.0,1412.1,09_16_2025.csv,2025-09-16
MLBSL,32.23,2121.9,2121.9,2040.0,2075.44,2070.0,5.44,0.0,2070.23,1744.0,2080.33,3610483.9,51,-4.89,81.9,-0.24,4.01,0.25,2226.85,2263.0,2648.7,1950.0,09_16_2025.csv,2025-09-16
MMF1,45.2,9.94,9.94,9.75,9.75,9.75,0.0,0.0,9.8,318950.0,9.83,3124159.15,94,-0.08,0.19,-0.81,1.95,-0.46,9.01,8.93,9.95,7.85,09_16_2025.csv,2025-09-16
MMKJL,39.93,584.0,584.0,556.0,569.47,575.0,-5.53,-0.01,566.56,4970.0,573.55,2815808.0,61,-4.08,28.0,-0.71,5.04,0.51,613.87,657.36,890.4,451.8,09_16_2025.csv,2025-09-16
MNBBL,24.36,450.0,450.0,436.0,437.63,436.0,1.63,0.0,438.02,86081.0,442.34,37704918.6,307,-4.71,14.0,-1.06,3.21,-0.09,391.5,386.48,503.0,349.0,09_16_2025.csv,2025-09-16
MNMF1,28.99,9.0,9.1,9.0,9.01,9.01,0.0,0.0,9.01,2400.0,9.1,21622.0,14,-0.09,0.1,-0.99,1.11,0.01,9.23,0.0,10.42,8.67,09_16_2025.csv,2025-09-16
MPFL,30.02,584.0,584.0,561.8,565.57,565.1,0.47,0.0,567.99,5100.0,573.18,2896755.6,48,-7.61,22.2,-1.33,3.95,-0.43,612.67,637.85,839.4,549.0,09_16_2025.csv,2025-09-16
MSHL,29.85,890.0,905.0,890.0,901.83,900.1,1.73,0.0,901.51,6189.0,894.55,5579414.5,51,7.28,15.0,0.81,1.69,0.04,892.88,926.51,1141.0,808.5,09_16_2025.csv,2025-09-16
MSLB,31.44,1419.1,1528.0,1419.1,1483.93,1494.5,-10.57,-0.01,1452.62,3210.0,1448.05,4662904.4,92,35.88,108.9,2.48,7.67,2.11,1308.4,1362.98,1851.0,1130.2,09_16_2025.csv,2025-09-16
NABBC,33.73,690.1,702.0,672.4,689.46,691.0,-1.54,0.0,689.77,21135.0,690.12,14578276.6,68,-0.66,29.6,-0.1,4.4,-0.04,1583.14,1492.3,2060.0,530.0,09_16_2025.csv,2025-09-16
NABIL,24.79,515.0,515.0,510.0,513.15,515.0,-1.85,0.0,511.25,42962.0,514.87,21964392.8,422,-1.72,5.0,-0.33,0.98,0.37,503.11,500.98,619.0,474.1,09_16_2025.csv,2025-09-16
NABILD87,35.67,1103.0,1103.0,1103.0,1103.0,1103.0,0.0,0.0,1103.0,10.0,1082.0,11030.0,1,21.0,0.0,1.94,0.0,0.0,1057.83,0.0,1118.0,1010.1,09_16_2025.csv,2025-09-16
NADEP,33.09,789.91,790.0,775.6,781.81,787.9,-6.09,-0.01,777.33,2428.0,789.91,1887361.8,36,-8.1,14.4,-1.03,1.86,0.57,861.9,898.76,1179.0,775.0,09_16_2025.csv,2025-09-16
NBF2,25.79,9.63,9.63,9.37,9.38,9.38,0.0,0.0,9.5,68200.0,9.45,648216.6,28,-0.07,0.26,-0.74,2.77,-1.33,9.99,9.79,11.1,8.7,09_16_2025.csv,2025-09-16
NBF3,23.33,9.06,9.2,9.06,9.17,9.19,-0.02,0.0,9.14,93000.0,9.23,850285.0,39,-0.06,0.14,-0.65,1.55,0.3,9.76,9.58,10.67,8.14,09_16_2025.csv,2025-09-16
NBL,36.04,250.0,250.0,245.0,246.21,245.5,0.71,0.0,247.0,97229.0,248.75,24015758.8,299,-2.54,5.0,-1.02,2.04,-0.32,260.43,260.26,313.0,239.2,09_16_2025.csv,2025-09-16
NBLD82,40.89,1092.0,1092.0,1092.0,1092.0,1092.0,0.0,0.0,1092.0,240.0,1073.0,262080.0,1,19.0,0.0,1.77,0.0,0.0,1048.9,1037.29,1248.0,1042.5,09_16_2025.csv,2025-09-16
NBLD85,32.48,1092.0,1092.0,1092.0,1092.0,1092.0,0.0,0.0,1092.0,562.0,1071.0,613704.0,2,21.0,0.0,1.96,0.0,0.0,1035.77,1023.16,1092.0,994.0,09_16_2025.csv,2025-09-16
NBLD87,37.44,1090.0,1090.0,1090.0,1090.0,1090.0,0.0,0.0,1090.0,50.0,1096.5,54500.0,1,-6.5,0.0,-0.59,0.0,0.0,1046.0,1037.88,1096.5,1000.0,09_16_2025.csv,2025-09-16
NCCD86,47.79,1100.0,1142.0,1100.0,1137.37,1142.0,-4.63,0.0,1120.76,1318.0,1090.0,1477160.0,14,47.37,42.0,4.35,3.82,1.46,1075.86,1044.18,1166.8,1036.0,09_16_2025.csv,2025-09-16
NESDO,32.85,1491.2,1491.2,1485.0,1486.47,1485.0,1.47,0.0,1487.83,1014.0,1500.0,1508656.4,37,-13.53,6.2,-0.9,0.42,-0.09,1679.86,1885.32,2641.0,1470.5,09_16_2025.csv,2025-09-16
NFS,30.37,632.4,645.0,631.0,632.92,632.0,0.92,0.0,636.55,14762.0,643.13,9396681.3,167,-10.21,14.0,-1.59,2.22,-0.57,676.94,743.29,1625.0,576.0,09_16_2025.csv,2025-09-16
NGPL,37.48,399.0,405.0,391.9,397.08,398.9,-1.82,0.0,397.18,293209.0,395.82,116456424.5,823,1.26,13.1,0.32,3.34,-0.02,371.87,339.85,571.0,250.0,09_16_2025.csv,2025-09-16
NHDL,23.48,680.0,680.0,664.2,665.57,665.1,0.47,0.0,666.66,7889.0,680.17,5259298.6,51,-14.6,15.8,-2.15,2.38,-0.16,730.33,765.58,1002.6,520.0,09_16_2025.csv,2025-09-16
NHPC,31.47,200.1,202.0,197.1,198.39,199.0,-0.61,0.0,199.11,58381.0,202.0,11624100.1,248,-3.61,4.9,-1.79,2.49,-0.36,215.69,217.16,254.0,195.2,09_16_2025.csv,2025-09-16
NIBLGF,42.82,9.7,9.72,9.64,9.64,9.64,0.0,0.0,9.7,23600.0,9.79,228898.0,20,-0.15,0.08,-1.53,0.83,-0.61,8.96,8.89,10.25,7.84,09_16_2025.csv,2025-09-16
NIBLSTF,24.95,8.36,8.62,8.36,8.62,8.62,0.0,0.0,8.57,7350.0,8.52,63013.6,15,0.1,0.26,1.17,3.11,0.54,8.57,8.62,10.08,7.85,09_16_2025.csv,2025-09-16
NIBSF2,41.92,9.42,9.42,9.14,9.33,9.33,0.0,0.0,9.19,29700.0,9.26,273082.0,15,0.07,0.28,0.76,3.06,1.45,8.6,8.55,9.58,7.65,09_16_2025.csv,2025-09-16
NICA,33.03,341.0,342.0,338.5,339.78,339.6,0.18,0.0,339.81,51679.0,341.54,17561190.5,264,-1.76,3.5,-0.52,1.03,-0.01,363.92,369.75,505.0,333.0,09_16_2025.csv,2025-09-16
